is_std,ftd_price,num_days_ooc_per_day,sum_total_ooc_per_day,avg_win_multiplier,max_win_multiplier,min_win_multiplier,avg_total_wins,avg_wager,avg_rtp,max_rtp,min_rtp,avg_spins_left_in_bankroll,max_spins_left_in_bankroll,min_spins_left_in_bankroll,we_completed_rate,vault_tier_up_rate,vault_tier_dropdown_rate,wildball_silver_rate,wildball_gold_rate,wildball_emerald_ruby_rate,wildball_specia_diamond_rate,vv_completed_rate
1,4.99,0,0,35.7,55.3,25.3,0.43,168308.23,1.31,1.8,0.96,437,504,352,0,0,0,0,1,0,0,0.33
1,4.99,1,0.33,41.83,50.5,30.33,0.36,600666.31,0.94,0.99,0.86,131,392,1,0,0,0,0.5,0.5,0,0,0
0,4.99,0.33,1,37.41,60.36,10,0.49,2362613.84,1.01,1.62,0.63,69,182,0,0,0.33,0.17,0.5,0.38,0,0.13,0.17
0,4.99,0.67,11.67,78.43,157.84,18.75,0.35,155510.23,0.69,0.86,0.59,130,710,1,0,0.33,0.33,0.29,0.43,0,0.29,0.17
1,4.99,0.67,64.83,96.39,130,64.77,0.33,176472.18,0.9,1.03,0.81,188,519,22,0,0,0,0.54,0.32,0.07,0.07,0
1,24.99,1,0.33,38.27,56.4,7.4,0.33,5125692.15,0.85,1.28,0.38,94,188,0,1,0.67,0,0.2,0.4,0.4,0,0.33
1,4.99,1,279.33,55.2,90.27,6.67,0.23,129312.47,0.41,0.81,0.21,0,1,0,0,0.67,0,0.5,0.25,0.13,0.13,0.33
0,4.99,1,29,43.45,113.33,1,0.25,401191.1,0.43,0.85,0.09,0,0,0,0,0,0,0.6,0.4,0,0,0.5
0,4.99,0.63,0.38,16.36,49,2,0.4,928796.48,0.5,0.87,0.3,1,3,0,0,0,0.13,1,0,0,0,0.13
1,9.99,1,26.5,37.63,69.33,0.33,0.34,521507.11,0.54,0.79,0.06,0,0,0,0,0.25,0,0.5,0.5,0,0,0.75
0,24.99,0.13,8.5,256.64,1500,37.7,0.44,1682466.84,0.79,1.15,0.35,2330,10130,19,0.33,0,0,0.48,0.48,0.04,0,0.88
0,4.99,1,2.67,26.4,63.83,2.6,0.35,146807.92,0.4,0.59,0.26,7,15,0,0,0,0,0.67,0.33,0,0,0
0,9.99,0.63,0.38,26.95,75.1,1,0.43,615891.48,0.55,1.06,0.06,13,45,0,0,0.25,0.13,0.14,0.43,0.14,0.28,0.25
0,4.99,0.75,0.75,8.11,23.33,0,0.22,620025,0.19,0.34,0,0,1,0,0,0.5,0,0,0,0,0,0
1,4.99,1,195.5,90.48,153,50.33,0.43,266461.22,0.81,0.88,0.72,19,38,0,0.5,0,0,0.3,0.47,0.15,0.08,1.25
1,2.99,0.33,0.67,31.35,38.25,25.8,0.53,257864.07,0.89,1.04,0.75,37,73,0,0,0,0.33,0.4,0.6,0,0,0.67
0,4.99,0.57,0.14,72.05,192.47,0.27,0.32,549189,1.12,3.07,0.07,123,346,0,0.2,0.43,0.14,0.39,0.5,0.04,0.07,0.43
1,4.99,0.8,1.4,65.67,156.5,2.5,0.4,403522.41,0.68,0.93,0.22,64,183,0,0,0,0,0.41,0.55,0,0.03,0.6
0,4.99,1,2,59.8,100,29.4,0.46,816281.45,0.93,0.95,0.91,14,43,0,0,0.33,0,0.5,0.5,0,0,0
1,2.99,0.25,3.5,98.58,139.06,13.67,0.37,256021.04,0.77,0.91,0.54,46,106,12,0,0.25,0,0.4,0.4,0.2,0,1
1,4.99,0.33,0.33,172.98,363.27,57.16,0.33,143536.2,0.9,1.13,0.68,207,278,115,0,0.33,0,0.38,0.31,0.13,0.19,0.67
0,9.99,1,3,56.04,165.53,0,0.34,367699.79,0.44,0.86,0,0,0,0,0,0.33,0.33,0,0,0,0,0
0,4.99,0.83,59.67,72.38,224,0.5,0.42,338343.46,0.57,0.81,0.36,24,71,0,0,0.33,0.17,0.43,0.29,0.14,0.14,0.5
0,24.99,0.57,25.29,65.27,101,18.18,0.36,1596887.01,0.83,1.05,0.67,232,670,0,0.67,0.14,0.14,0,0,0,0,0
1,4.99,0.25,0.25,50,50,50,0.51,882754.72,0.95,1.22,0.7,103,200,33,0,0,0,0.75,0.25,0,0,0
0,4.99,0,0,31.06,68,12.33,0.36,202208.04,0.73,0.88,0.56,623,1030,258,0,0.33,0.33,0,0.33,0,0.67,0.33
1,9.99,0.5,2,43.04,111.66,0,0.41,205215.91,0.63,1.03,0,75,303,0,0,0,0,0,1,0,0,0
0,4.99,0.38,0.38,95.61,236,20.83,0.32,380658.98,1.23,4.36,0.47,87,241,6,1,0.25,0,0.44,0.25,0,0.31,0.75
0,4.99,1,180.4,98.22,205,46.67,0.37,203658.48,0.75,0.81,0.66,4,8,0,0,0.4,0.2,0.56,0.39,0.06,0,0.6
0,4.99,1,28.6,25.64,108,1.2,0.22,275327.44,0.31,0.83,0.11,5,9,0,0,0.2,0.2,0.25,0.75,0,0,0.2
0,4.99,1,8.6,50.54,87.47,0.2,0.36,228512.28,0.62,0.89,0.01,16,36,0,0,0.4,0,0.73,0.27,0,0,0.4
0,4.99,1,23.6,56.45,98.26,1.48,0.4,256825.83,0.65,0.93,0.14,31,73,0,0,0.4,0.2,0.36,0.43,0.14,0.07,1
1,2.99,0.8,62.2,143.65,342.7,10.2,0.3,463396.13,0.74,0.89,0.62,94,301,2,1,0.2,0.2,0.6,0.4,0,0,0.4
1,4.99,1,4.33,13.2,35.9,1.3,0.38,735775.44,0.48,0.83,0.25,0,0,0,0,0,0,1,0,0,0,0
1,4.99,0.67,52,158.57,250,108.5,0.42,240068.72,1.17,1.78,0.8,74,207,0,0,0.33,0,0,0,0,0,0
1,24.99,0.67,44.67,149.57,252.4,90.45,0.43,1790550.34,1.04,1.32,0.8,315,576,0,0,0.33,0,0.42,0.33,0.21,0.04,1
1,9.99,0.25,0.25,71.73,157.33,36,0.37,2844943.89,0.92,1.26,0.74,42,88,1,0,0.5,0,0.33,0.5,0.17,0,0.75
0,9.99,1,187,110.94,169.25,80.82,0.36,128726.82,0.84,0.93,0.74,13,30,0,0.5,0,0,0.58,0.33,0,0.09,1.17
0,4.99,0.8,0.6,41.39,144.5,0.8,0.39,666784.74,0.97,2.5,0.13,6,16,0,0,0.2,0,0.4,0.4,0.1,0.1,0
1,4.99,0.17,0.17,163.37,321.13,76.8,0.34,394387.65,0.95,1.18,0.74,400,971,36,0,0.33,0,0.52,0.27,0.18,0.04,0.83
1,9.99,1,2.25,69.72,212.44,2.27,0.32,3378552.09,0.63,1.11,0.14,57,170,0,0,0.25,0.25,0.33,0.67,0,0,0.25
0,4.99,0.75,0.25,51.03,86.4,30.41,0.36,921605.88,1.81,4.81,0.7,51,108,0,0,0,0,0,0,0,0,0
1,4.99,0.14,0.14,48.07,105.27,10,0.42,382139.03,0.73,1.12,0.43,229,561,8,0,0,0,0.5,0.39,0.12,0,0.43
1,4.99,1,197.25,64.17,112,35.56,0.4,86911.68,0.79,0.79,0.78,14,31,0,0,0,0,0,0,0,0,0
1,4.99,0.75,1.75,35.1,64.44,14,0.34,1394377.28,0.81,1.07,0.44,58,165,0,0,0.25,0,0.43,0.29,0.29,0,0.25
1,9.99,1,157.75,80.91,118.27,43.2,0.49,186396.93,0.83,0.86,0.8,62,207,8,0,0,0,0.45,0.55,0,0,0.75
1,4.99,0.6,0.6,293.85,1002,5,0.38,1067874.93,0.88,1.72,0.36,113,376,1,0,0.4,0,0.4,0.3,0.3,0,0.6
1,24.99,0,0,202.55,250,155.1,0.43,1871017.69,1,1.17,0.83,496,682,310,1,0.67,0,0.5,0.44,0,0.06,0.67
0,4.99,0.6,29.6,49.64,141,6.6,0.32,96173.77,0.86,2.25,0.37,38,121,0,0,0.2,0.2,0.86,0.14,0,0,0.2
0,4.99,0.5,0.75,34.96,60.38,19.5,0.43,233301.34,0.83,1,0.7,130,268,0,0,0,0,0.67,0.33,0,0,0
1,9.99,1,2.5,68.43,197.79,2.27,0.32,334434.94,0.57,0.97,0.24,38,141,0,0,0,0,0.63,0.25,0,0.13,0.5
1,4.99,0.5,0.75,64.42,138.58,20.8,0.33,296314.44,0.81,0.96,0.51,86,223,3,0.33,0,0,0.52,0.33,0.15,0,0.75
1,24.99,0.67,13.33,62.73,77.7,50,0.49,338963.21,0.93,1.17,0.75,39,78,0,0,0,0,0.38,0.5,0.13,0,0
1,4.99,0.8,1.6,69.72,145.67,9.87,0.35,6534253.43,0.78,0.95,0.37,14,55,0,0,0.4,0,0.64,0.27,0,0.09,0.6
0,9.99,0.88,11.75,247.42,1500,16.6,0.37,461860.51,0.76,1.06,0.4,17,56,0,0,0,0,0.68,0.16,0.16,0,0.88
0,4.99,0.57,1.43,21.13,81.25,1.08,0.29,454205.68,0.44,0.7,0.22,4,10,0,1,0,0.14,0.25,0.5,0.25,0,0.14
1,4.99,0.67,35,134.43,184.33,80.83,0.36,74142.62,0.87,1.11,0.75,101,203,0,0,0,0,0.5,0.43,0.07,0,0
0,9.99,0.67,0.5,54.9,162.5,0,0.36,26351065.18,0.64,1.11,0,69,138,0,0,0.33,0,0.33,0.33,0.33,0,0.17
0,4.99,1,0.86,60.25,236.79,0,0.3,1310152.64,0.46,0.86,0,0,0,0,0,0,0,0.11,0.67,0.22,0,0
1,4.99,1,59.33,47.54,72.61,4.89,0.31,156454.87,0.52,0.75,0.27,0,0,0,0,0,0,0.33,0.33,0.33,0,0
0,4.99,1,1.67,44,104.04,0,0.41,290714.94,0.64,0.91,0,0,1,0,0,0.17,0.17,0,1,0,0,0.17
0,9.99,0.13,0.25,79.63,153.41,3.41,0.37,245497.67,0.89,1.52,0.35,598,833,296,0,0.25,0.13,0.58,0.21,0.21,0,1
1,4.99,1,227.25,203.5,488.4,99,0.39,66804.1,0.89,1.03,0.75,150,443,0,0,0.5,0,0.42,0.36,0.15,0.08,1
0,4.99,0.75,19.88,122.13,258.5,7.33,0.35,81135.71,0.83,1.18,0.38,124,352,0,0,0.25,0,0.43,0.09,0,0.48,0.63
0,4.99,0.8,0.6,26.83,90,0.1,0.35,989546.47,0.47,0.63,0.01,0,0,0,0,0.2,0.2,1,0,0,0,0
0,2.99,0.67,7.33,68.98,160.4,10.23,0.36,148747.82,0.82,1.16,0.54,112,244,0,0,0.33,0,0,0,1,0,0
0,4.99,0.13,2.75,37.63,131.56,1,0.31,329841.75,0.94,3.83,0.12,59,190,3,0,0.13,0.13,0.25,0.75,0,0,0.25
0,4.99,1,21,51.18,81.8,21.2,0.41,312191.08,0.74,0.92,0.58,1,2,0,0,0.25,0,0.36,0.45,0.18,0,0.25
1,9.99,0.67,21.33,76.43,102,56.25,0.38,8527323.58,1.11,1.93,0.64,105,312,0,0,0.33,0,0.44,0.22,0.33,0,0.67
1,4.99,0.33,0.33,86.27,118.47,55.33,0.35,503788.44,0.92,1.21,0.42,461,844,0,0,0,0,0.4,0.4,0.2,0,0
0,24.99,1,24.67,52.31,133.47,1.2,0.26,333938.4,0.55,0.87,0.13,0,1,0,0,0,0,0.45,0.36,0.09,0.09,0.17
1,4.99,1,90,185.96,288,133.73,0.23,96064.57,0.85,0.95,0.75,164,335,0,0,0,0,0.43,0.57,0,0,0
1,9.99,0.13,0.25,75.75,171.82,5,0.35,973432.23,0.87,1.44,0.29,249,658,0,0.33,0.25,0,0.3,0.53,0.1,0.07,0.75
1,9.99,1,101.67,189.75,400,52.67,0.33,233752.17,0.77,0.91,0.65,19,47,0,0,0,0.33,0,1,0,0,0
0,2.99,1,26.33,92.73,120.11,38,0.35,887326.4,0.86,0.96,0.76,0,0,0,0,0,0.33,0.3,0.7,0,0,0.33
0,4.99,0.14,1.29,117.67,117.67,117.67,0.33,214496.17,1.5,1.5,1.5,432,432,432,0,0,0,0.5,0.5,0,0,0.14
0,9.99,0.33,0.67,33.21,64.01,8,0.36,265472.5,0.62,1.03,0.34,398,517,262,0,0,0,0.63,0.25,0.13,0,0.33
1,4.99,0.17,0.17,43.9,87.5,3.5,0.44,223571.7,0.78,1.05,0.41,148,245,55,0,0,0.17,0,0,0,0,0
0,9.99,0.29,0.43,40.76,61.33,5.33,0.39,502920.1,0.9,1.21,0.49,55,116,0,0,0.14,0.14,0.58,0.42,0,0,0.29
0,4.99,0.4,6.4,32.09,71,2.8,0.29,102262.37,0.69,1.79,0.38,31,75,0,0,0.2,0.2,0.4,0.6,0,0,0.2
0,9.99,0.33,7.67,56.51,102.67,10.35,0.37,560271.93,0.73,0.79,0.66,29,56,2,0,0.67,0.33,0.71,0.14,0.14,0,0.33
0,4.99,0.67,0.33,26.9,28.5,24.2,0.38,345424.07,0.73,0.78,0.69,31,86,0,0,0,0,0.8,0.2,0,0,0.33
0,4.99,0.8,17.8,40.2,95,2.5,0.3,146601.68,0.54,0.76,0.2,0,1,0,0,0,0.2,0.57,0.29,0.14,0,0.2
0,4.99,0.33,2.67,100.57,138.6,42.73,0.37,188160.71,0.86,0.95,0.68,29,48,0,0,0,0,0.5,0.5,0,0,0.17
1,4.99,0.67,0.33,42.67,124.67,1.33,0.29,912226.3,0.46,1.07,0.09,51,154,0,0,0,0,0.5,0.5,0,0,0
0,24.99,0.29,1.57,68.13,137.3,7.8,0.38,2837388.2,0.93,1.23,0.6,305,658,2,0,0.29,0.14,0.35,0.57,0.04,0.04,0.86
0,4.99,0.25,21,62.38,164,0.27,0.33,48976.44,0.53,0.99,0.08,291,378,158,0,0,0,0,1,0,0,0
0,2.99,0.33,1.33,30.36,81.82,1.25,0.43,421869.56,0.74,1.05,0.53,41,84,0,0,0,0,1,0,0,0,0
0,49.99,0.4,0.6,51.95,135.99,8,0.37,3433179.73,0.73,0.96,0.35,248,532,1,0,0,0,0.33,0.56,0.11,0,0.4
1,24.99,0.33,0.33,58.34,151.87,6.53,0.41,1022853.12,0.82,1.35,0.49,1761,4152,296,0,0,0,0.5,0.5,0,0,0
1,4.99,1,13.43,78.56,179,14.53,0.33,203909.28,0.71,0.9,0.46,0,1,0,0,0.29,0,0.55,0.36,0.1,0,0.29
0,4.99,0.67,92.33,92.54,102.27,80,0.34,132296.41,0.86,0.9,0.85,13,27,5,0,0.67,0.33,0.46,0.54,0,0,0.67
0,9.99,0.14,0.14,57.26,191.73,4.6,0.39,517965.53,0.63,1.05,0.39,131,506,2,0.33,0.43,0.14,0.38,0.48,0.06,0.07,0.29
0,4.99,0.83,39.17,62.14,85.24,44.33,0.39,351686.15,0.83,0.92,0.6,57,170,0,0,0.33,0,0.41,0.47,0.12,0,0.33
0,4.99,0,0,48.47,109,13.47,0.39,1247856.09,0.82,1.14,0.56,3297,4135,2590,0,0.13,0.13,0.4,0.4,0.2,0,0.38
1,24.99,0.14,0.14,125.83,185,66.67,0.26,5033397.44,0.76,0.82,0.71,164,327,2,0,0,0,0.5,0.38,0.13,0,0.14
1,24.99,1,1.5,7.55,20,2.2,0.28,5281095.89,0.43,0.67,0.26,0,0,0,0,0,0.25,0,0,0,0,0
1,9.99,0.75,1,30.85,70.4,0,0.37,559270.91,0.61,0.95,0,37,90,0,0,0.25,0.25,0,0,0,1,0.5
1,9.99,1,1.6,18.46,75.5,0,0.43,777295.8,0.34,0.72,0,0,1,0,0,0.2,0,0,0,0,1,0.4
0,4.99,0.75,49.63,130.82,245.15,12.5,0.37,993116.96,1.02,2.07,0.62,236,868,4,0,0,0,0.51,0.14,0.11,0.24,1
0,9.99,0.86,30.57,39.94,89.33,0,0.35,254529.04,1.45,7.02,0,21,79,0,0,0.29,0.14,0.36,0.36,0.27,0,0.71
0,9.99,0.8,40.8,28.38,51.36,5,0.36,126672.68,0.51,0.68,0.32,89,179,0,0,0.2,0.2,0.8,0,0.2,0,0.6
0,4.99,0.8,0.2,24.68,65.16,0.2,0.33,777624.15,0.54,0.91,0.01,7,18,0,0,0,0,0,0,0,0,0
1,9.99,0.38,4.63,96.29,255.28,8.17,0.4,356144.56,0.83,1.09,0.58,152,255,0,0,0,0,0.48,0.34,0.1,0.07,0.75
0,4.99,1,2.13,49.61,135.14,1.7,0.37,528357.47,0.86,1.95,0.17,55,154,0,0,0,0,0.54,0.23,0.16,0.08,0.38
1,4.99,0.2,6.2,81.6,103.72,54,0.41,964795.75,1.05,1.9,0.75,227,502,18,0,0.4,0,0,0,0,1,1
1,9.99,0.17,7.83,115.83,268.14,20.24,0.39,195913.05,0.81,0.98,0.65,399,737,36,0,0.33,0,0.47,0.53,0,0,0.5
0,24.99,0.25,0.25,54.55,83.47,18,0.27,2268327.91,0.68,0.93,0.25,498,1287,32,0,0,0,0.25,0.75,0,0,0
0,4.99,1,15.5,77.78,118.8,44.73,0.51,3309775.59,0.85,1.03,0.62,52,168,0,0.8,0,0,0.39,0.46,0.08,0.07,1
0,24.99,0.5,0.25,31.31,57,1.9,0.49,1866804.99,0.67,0.85,0.4,224,749,0,0,0,0,0.2,0.6,0.2,0,0
0,4.99,0,0,11.48,22.33,0.1,0.48,719302.02,0.69,1.18,0.01,45,72,30,0,0,0,0,0,0,0,0
0,9.99,0.67,1.33,73.84,120.67,44.6,0.32,552309.37,0.96,1.24,0.79,178,339,1,0,0,0,0.75,0,0.25,0,0
0,4.99,1,4.5,54.77,123.25,0.11,0.43,693045.8,0.69,1.04,0.02,7,14,0,0,0.25,0.25,0,0,0,1,0
0,4.99,0.83,3.5,63.46,251.87,0.6,0.37,2051192.58,0.81,2.42,0.17,112,331,0,0,0,0,0,0,0,0,0
1,4.99,1,4.5,15.22,43.67,3.33,0.33,389146.38,0.46,0.54,0.34,0,0,0,0,0.25,0,0.6,0.4,0,0,0.25
1,4.99,0,0,104.78,206,33.33,0.35,615378.43,0.79,0.95,0.65,47,65,22,0,0.33,0,0,1,0,0,0
1,9.99,0.71,13.14,239.1,1396.4,28.18,0.37,1512320.63,0.81,0.94,0.72,26,78,0,0.2,0.29,0,0.31,0.38,0.12,0.2,0.43
0,4.99,0.8,3.4,43.99,110.83,4.5,0.41,216067.39,0.63,0.91,0.21,118,314,0,0,0,0.2,0.42,0.42,0.17,0,0.2
1,4.99,1,14,83.54,219.49,10.23,0.32,73669.73,0.65,0.89,0.44,0,1,0,0.33,0.2,0,0.4,0.6,0,0,0
1,4.99,0.67,12.67,101.77,136.1,50,0.55,49684.69,0.91,0.95,0.87,509,810,1,0,0.67,0,0.13,0.13,0.06,0.67,0.67
0,4.99,0.75,19.25,101.14,182.55,25.82,0.33,3364546.04,1.39,3.05,0.65,36,72,0,0,0.25,0.25,0.8,0,0,0.2,0
1,24.99,0,0,88.56,125,40,0.38,1226614.43,0.95,1.18,0.75,341,955,49,0.2,0.17,0,0.5,0.3,0.1,0.1,0
0,4.99,0.5,32.25,55.25,85.7,28.87,0.51,104089.18,0.92,1.16,0.72,223,755,0,0,0,0,0,0,0,0,0
0,4.99,0.86,6,104.22,265.68,22,0.41,243128.46,0.84,0.92,0.66,32,96,0,0,0.14,0,0.5,0.4,0.1,0,0.29
0,2.99,0.63,1.25,34.02,119.5,0,0.39,405565.01,0.45,0.86,0,7,16,0,1,0,0.13,0.46,0.38,0.15,0,0.38
1,4.99,0.75,0.25,33.43,59.3,18,0.41,632142.58,0.68,0.76,0.6,7,15,0,0,0,0,0.67,0,0,0.33,0.25
1,24.99,1,3.25,32.26,56.82,13.64,0.48,1219902.82,0.67,0.77,0.47,1,3,0,0.33,0,0,0.57,0.29,0,0.14,0.25
1,9.99,0.8,44,37.32,81.5,2.84,0.31,236706.88,0.5,0.87,0.23,10,20,0,0,0,0,0.6,0.2,0,0.2,0
0,4.99,0.43,0.43,25.99,83.16,2.27,0.49,574237.25,0.71,0.91,0.36,6,11,0,0,0.14,0,0.5,0,0,0.5,0.14
1,4.99,0.5,1.25,21.6,30.5,12.7,0.33,593654.99,0.46,0.6,0.31,8,17,0,0,0,0,1,0,0,0,0.25
0,4.99,0.67,0.33,68.28,97.55,32.1,0.4,236868.21,0.85,1.13,0.47,592,1116,0,0,0,0,0,0.67,0,0.33,0
0,4.99,0.88,32.38,112.35,163.64,11.36,0.34,133096.28,0.78,0.9,0.52,7,19,0,1,0.25,0.13,0.57,0.24,0.1,0.1,0.5
1,4.99,1,18.33,20.02,53.01,2.5,0.42,869019.04,0.55,0.99,0.31,53,106,0,0,0,0,0,0,1,0,0
1,4.99,0.29,0.43,44.12,129.38,0.7,0.45,260601.42,0.98,2.26,0.08,95,197,2,0,0.29,0.14,0.13,0.67,0.2,0,0.43
1,24.99,0,0,67.82,103,31.36,0.42,317611.58,0.84,0.94,0.73,1175,2263,426,0,0,0,0.4,0.6,0,0,0.33
0,4.99,1,2,14.34,55.13,0.53,0.3,482570.37,0.3,0.81,0.1,0,0,0,0,0.25,0.25,0.25,0,0,0.75,0.5
0,4.99,1,14.67,15.08,25,5.17,0.6,394767.2,0.7,0.8,0.51,0,0,0,0,0,0,0.5,0,0.5,0,0
0,2.99,1,0.86,53.51,212.22,2.67,0.46,497352.09,0.71,1.07,0.25,12,40,0,0,0.29,0,0.17,0.67,0.08,0.08,0.71
1,4.99,1,3.33,26.93,71.95,0.2,0.34,403240.13,0.5,0.94,0.03,0,0,0,0,0.17,0.17,0,0,0,0,0
1,9.99,0.33,0.5,95.94,245.63,47,0.36,334680.34,1.09,2.43,0.58,122,365,9,0,0.17,0.17,0.25,0.75,0,0,0.17
0,9.99,0.5,7.25,100.07,176.27,2,0.28,1283440.52,0.65,0.95,0.23,228,656,0,0,0,0,0.38,0.54,0.08,0,0
1,4.99,0.5,18.5,37.03,53,7.2,0.47,126361.72,0.76,0.88,0.63,201,378,0,0,0,0,0.67,0.33,0,0,0
0,4.99,0.88,27,52.48,272.67,0,0.33,389977.69,0.59,0.97,0,3,7,0,0.5,0.13,0.13,0.38,0.38,0.25,0,0.38
0,24.99,0.13,0.13,44.06,76.75,19.53,0.38,1490237.66,0.94,2.11,0.51,696,900,233,0,0,0,0,0,0,0,0
0,4.99,1,91.75,219.04,724.38,8.6,0.37,129757.54,0.67,0.9,0.38,0,0,0,0,0,0,0.49,0.3,0.19,0.03,0
0,4.99,1,160,85.07,152,5.73,0.41,150035.15,0.78,0.93,0.54,18,37,0,1,0.17,0.17,0.56,0.25,0.12,0.06,0.67
0,4.99,0,0,52.02,153,4,0.35,409919.92,0.68,1.49,0.28,270,425,92,0,0,0,0,1,0,0,0
0,4.99,0.67,14,45.06,84.38,22,0.38,282102.03,0.72,0.86,0.6,3,9,0,0,0.33,0.33,0.67,0.22,0,0.11,0.33
0,24.99,0.67,0.67,19.02,37.33,4.73,0.49,4049180.13,0.74,1.13,0.41,46,126,0,0,0,0,0.5,0.5,0,0,0.33
1,4.99,0.2,1,55.72,148.02,12.5,0.36,934605.22,1.34,4.2,0.44,194,274,48,0,0,0,0,0,0,0,0
0,4.99,1,36,38.7,89,9.47,0.4,126773.61,0.59,0.85,0.46,7,25,0,0,0.17,0.17,0.33,0.5,0,0.17,0.33
1,4.99,0.83,82,108.05,316,34.55,0.47,417635.84,0.75,0.98,0.57,13,39,0,0,0.33,0,0.46,0.46,0.08,0,0.83
1,9.99,0.4,0.2,52.35,76.7,15.4,0.38,240326.2,0.75,1.05,0.48,171,540,0,0.5,0,0,0.44,0.44,0,0.11,0.8
0,4.99,1,185.6,78.84,117.22,29.5,0.37,94861.72,0.75,0.91,0.52,1,3,0,0,0,0,0.09,0.22,0.04,0.65,0.2
1,4.99,0.67,1.67,62.09,158.12,5.33,0.35,262657.93,0.64,0.79,0.45,95,211,20,0,0,0,0.2,0.2,0,0.6,0.33
1,4.99,1,1.5,68.37,150.07,14.48,0.4,630318.16,0.79,0.86,0.65,0,0,0,0,0.5,0.25,0.44,0.44,0.11,0,0
0,49.99,0.2,0.4,173.77,207.53,140,0.35,4481083.44,0.74,0.93,0.54,0,0,0,0,0.2,0.2,0.5,0.5,0,0,0.2
0,2.99,0,0,28.02,50,10.5,0.52,240987.65,0.9,1.41,0.59,913,1046,792,0,0,0,0,0,0,0,0
0,4.99,0.86,0.86,63.29,131.5,18.94,0.33,366080.96,0.82,0.94,0.52,0,1,0,0,0,0,0.5,0.29,0.21,0,0.43
1,4.99,0.17,0.17,10,10,10,0.46,1534753.42,0.57,0.57,0.57,1,1,1,0,0,0,0,0,0,0,0
1,24.99,1,8.67,72.06,98.67,25,0.45,443765.48,0.53,0.65,0.42,5,16,0,0,0.33,0,1,0,0,0,0.33
0,4.99,0.43,0.43,58.64,239.75,0.8,0.35,524576.17,0.66,1.56,0.09,95,150,0,0,0.14,0.14,0.33,0.5,0.17,0,0.14
1,4.99,0.33,1,188.11,325.82,53,0.43,692924.35,0.87,1.19,0.5,152,374,0,0,0,0.33,0,0,0,0,0
0,4.99,0,0,30.64,46.45,14.83,0.49,4241626.67,0.73,0.86,0.6,391,490,292,0,0,0,0.5,0.5,0,0,0.33
0,24.99,0.25,0.25,82.1,117.3,59.5,0.34,969591.07,1.04,1.75,0.51,669,908,403,1,0,0.25,0.7,0.3,0,0,0.25
0,4.99,1,64.33,68.12,167.23,7.8,0.36,84686.76,0.73,0.87,0.51,8,21,0,0.33,0.33,0,0.5,0.31,0.13,0.06,0.33
0,4.99,0.67,12.33,157.46,225.07,98.53,0.36,210810.16,0.93,1.11,0.82,150,279,0,0,0,0,0.67,0.33,0,0,0.67
1,9.99,0.5,1.25,49.38,93.77,8.2,0.35,817062.58,4.43,15.52,0.63,47,115,0,0,0.5,0.25,0.83,0,0.17,0,0.25
0,4.99,0.13,0.13,64.68,119.08,12.5,0.36,40009.92,0.91,1.15,0.77,1517,1879,1005,0,0.13,0.13,0.57,0.21,0.22,0,0.63
0,4.99,0.38,0.38,21.81,61.6,0.67,0.32,3606434.84,0.42,0.78,0.2,45,91,0,0,0,0.13,1,0,0,0,0.13
0,4.99,1,44.2,52.75,66.67,13.82,0.39,82603.39,0.79,0.89,0.62,9,33,0,0,0,0,0,0.67,0.33,0,0
1,4.99,0.33,0.33,62.23,132.5,1.4,0.41,204585.24,0.6,0.82,0.2,110,235,7,0,0,0,0.5,0.5,0,0,0
1,4.99,0.83,1,47.59,116.6,0.83,0.53,1793081.68,0.71,1.04,0.17,94,213,0,0,0.17,0,1,0,0,0,0.17
0,4.99,0,0,121.16,200.67,62.82,0.37,177279.41,0.96,1.2,0.74,1024,1169,844,0,0.67,0.33,0.75,0.13,0,0.13,0.33
0,24.99,0.17,0.17,41.3,91,3.1,0.4,258887.93,0.61,0.75,0.3,1901,2676,843,0.33,0.17,0.17,0.6,0.2,0.2,0,0.17
1,9.99,0.33,0.33,72.13,90.65,53.6,0.36,322340.64,0.87,0.88,0.85,625,793,458,1,0.33,0.33,0.8,0.1,0.1,0,0.67
1,4.99,0.75,1,14.7,24,0.6,0.31,293689.89,0.48,0.75,0.06,0,0,0,0,0,0.25,0,1,0,0,0.25
1,4.99,1,105.25,65.39,72,56.76,0.43,151479.8,0.83,0.85,0.8,206,617,0,0.5,0.5,0,0.5,0.33,0.12,0.06,0.75
0,24.99,0.57,25.14,57,100,1.75,0.47,18154361.79,0.75,1.06,0.25,44,160,0,0.2,0,0,0.39,0.28,0.17,0.17,0.14
0,4.99,0.29,0.29,70.97,116.13,5.6,0.39,224746.88,0.85,1.43,0.29,227,482,5,0,0.29,0.14,0.56,0.31,0.12,0,0
1,9.99,0.71,0.43,42.79,125.6,0.4,0.34,242376.56,0.55,0.88,0.04,91,246,0,1,0,0,0,0,0,0,0
1,4.99,1,10.75,142.09,250.07,31.96,0.31,619426.44,0.96,1.27,0.75,94,281,0,0,0,0,0,0,0,0,0
1,4.99,0.67,3.67,249.73,615.91,33.27,0.38,1844792.79,0.87,1.14,0.66,49,99,0,0,0.67,0,0.56,0.38,0.06,0,1
0,4.99,0.38,0.63,61.25,145.56,16.11,0.3,287390.95,0.77,1.26,0.44,59,188,0,0,0,0,0.22,0.56,0.06,0.17,0.75
