is_std,ftd_price,num_days_ooc_per_day,sum_total_ooc_per_day,avg_win_multiplier,max_win_multiplier,min_win_multiplier,avg_total_wins,avg_wager,avg_rtp,max_rtp,min_rtp,avg_spins_left_in_bankroll,max_spins_left_in_bankroll,min_spins_left_in_bankroll,we_completed_rate,vault_tier_up_rate,vault_tier_dropdown_rate,wildball_silver_rate,wildball_gold_rate,wildball_emerald_ruby_rate,wildball_specia_diamond_rate,vv_completed_rate
1,4.99,1,60,180.37,250,66.36,0.49,163876.89,0.85,0.92,0.73,40,79,1,0,0,0.33,0,0,0,0,0
1,4.99,0.8,39,99.11,171.6,70,0.41,354304.17,0.87,0.95,0.74,7,15,0,1,0,0,0.38,0.48,0.1,0.05,1
0,9.99,0.67,55.67,111.73,120,100,0.43,140247.19,0.92,1.2,0.71,29,59,0,0,0.67,0,0.55,0.45,0,0,0.67
1,2.99,0.67,3.33,27.27,43,12.8,0.34,474594.02,0.8,0.89,0.7,10,20,0,0,0,0,0.6,0.2,0.2,0,0.33
0,4.99,1,19.83,119.27,251.33,5.6,0.31,1483242.61,0.83,1.43,0.08,142,427,0,0.33,0.33,0,0.47,0.32,0.21,0,0.67
0,4.99,0.17,0.17,68.71,108.55,39,0.35,1754461.67,1.08,1.38,0.7,244,514,88,0,0.33,0.17,0.42,0.5,0.08,0,0.17
0,24.99,1,1.75,57.4,219.26,0.33,0.36,4492584.15,0.5,0.91,0.16,3,9,0,0.6,0,0,0.34,0.39,0.18,0.08,0.5
1,9.99,0.33,0.67,57.53,73.43,39.67,0.34,952876.27,1.18,1.88,0.79,137,234,0,0,0,0,0.43,0.29,0.29,0,0
1,24.99,0,0,72.83,146,22.33,0.33,419562.45,0.67,0.83,0.4,1458,2744,652,0,0,0,0.67,0.33,0,0,0
0,4.99,0.25,0.75,21.14,55.2,2.67,0.46,256384.53,0.63,0.91,0.4,24,64,0,0,0,0,0.5,0.5,0,0,0.25
0,4.99,0,0,36.51,76.8,8,0.37,227927.7,1.12,3.4,0.5,14336,27470,11177,0,0.25,0.25,0.21,0.64,0.07,0.07,0.88
0,4.99,0.25,1.13,19.56,66.4,4,0.42,325626.4,0.72,0.92,0.43,35,75,0,0,0,0,0,0,0,1,0
1,9.99,0.86,65.14,91.18,204.6,21.67,0.39,247910.3,0.77,0.86,0.65,1,2,0,0,0.14,0.14,0.33,0.67,0,0,0.29
1,9.99,1,2,119,188.05,43.12,0.36,1624575.79,0.85,0.91,0.76,33,98,0,1,0.33,0,0.38,0.13,0.13,0.38,0
1,4.99,1,0.75,42.32,89.1,2,0.35,396681.33,0.71,1.06,0.1,75,224,0,0,0.25,0,0,0,0,1,0.25
0,9.99,0,0,49.46,108.3,28.48,0.36,40809.33,0.81,0.93,0.7,3167,3393,2901,0,0,0,0,0,0,1,0
0,14.99,0,0,35.19,60.38,10,0.44,14059746.23,0.81,1.02,0.6,62,94,30,0,0,0,0.75,0.25,0,0,0
0,2.99,1,65.71,77.94,189.7,12,0.32,358564.56,0.79,0.95,0.49,0,1,0,1,0.43,0.29,0.4,0.4,0.14,0.07,0.14
0,9.99,0.25,0.25,69.07,161,13.47,0.34,240050,5.9,16.53,0.45,1391,2722,483,0,0,0,1,0,0,0,0
0,4.99,0.6,1.2,29.99,45.97,6,0.43,523764.67,0.82,0.94,0.71,6,18,0,0,0.2,0.2,0,0,0,0,0
0,24.99,0.33,2.67,27.38,56.82,8,0.4,1551479.04,0.77,0.88,0.57,271,512,0,0,0,0,0.67,0,0.33,0,0.33
0,99.99,0.13,0.13,5.62,10,1.86,0.55,92818926.68,0.32,0.34,0.29,94,253,1,0,0,0,0,0,0,0,0
0,4.99,0.63,8.88,67.26,128,12.58,0.42,193579.28,0.75,1.06,0.54,25,72,0,0,0,0.13,0.52,0.36,0.04,0.08,0.63
1,9.99,1,35,21.68,26.68,18.36,0.46,536515.86,0.78,0.82,0.73,0,0,0,0,0,0,0.67,0.33,0,0,0.33
0,4.99,0,0,93.45,560.78,9.2,0.34,1000988.94,1.22,4.99,0.52,272,409,130,0,0,0.13,0,0,0,0,0
1,4.99,0.33,37.67,90.75,100,81.5,0.46,324446.56,0.9,0.96,0.85,266,424,108,0,0.33,0,0.25,0.75,0,0,0.67
0,4.99,0.67,2.67,21.67,43.13,0.2,0.33,240434.53,0.33,0.56,0.1,0,0,0,0,0,0,0.33,0.67,0,0,0.33
0,4.99,1,10.4,88.65,361.07,0.2,0.25,1211824.16,0.52,0.96,0.03,0,0,0,0,0.2,0,0.43,0.43,0.14,0,0.4
0,9.99,0.38,0.5,40.59,72.73,8.98,0.32,3885632.51,0.97,2.25,0.45,26,100,0,0,0,0,0.43,0.57,0,0,0
1,9.99,0.75,2.75,48.82,75.93,14,0.32,737885.34,0.88,1.21,0.74,27,54,0,0,0.25,0,1,0,0,0,0
1,2.99,0.75,105.75,317.07,824.5,40.91,0.43,173523.87,0.86,0.91,0.78,30,59,1,0,0.5,0.25,0.64,0.23,0.05,0.09,1
0,4.99,1,133.25,46.25,70.1,21.9,0.38,145788.71,0.66,0.91,0.44,0,0,0,0,0.25,0,0.13,0,0,0.87,0.5
0,4.99,1,3,30.8,68,0.33,0.37,2301034.28,0.65,0.95,0.11,4,8,0,0,0.25,0,0,0,0.5,0.5,0
0,4.99,0.88,17.13,79.59,194.8,20,0.41,605513.73,0.85,1.75,0.21,31,159,0,1,0,0,0.67,0.25,0.08,0,0.88
0,4.99,1,2.5,37.71,202.16,0.7,0.38,409375.34,0.7,0.91,0.61,0,0,0,1,0.13,0.13,0.2,0.6,0.2,0,0.13
0,9.99,1,148.88,66.82,89.16,44,0.34,505819.08,0.82,0.9,0.74,11,22,0,0.57,0,0,0.58,0.34,0.07,0,1.13
0,4.99,0.25,1.25,48.47,62.8,33.37,0.35,135058.93,0.86,1.09,0.7,145,255,1,0,0,0,0.57,0.29,0.14,0,0.25
0,4.99,0,0,51.42,100,20.67,0.51,84335.39,0.87,1.03,0.72,1000,1070,926,0,0,0,0,0,0,0,0
0,4.99,0,0,33.95,93.07,1.17,0.33,430153.13,0.84,1.17,0.11,65,155,32,0,0,0,0.67,0,0.33,0,0
0,4.99,1,3,36.38,74.1,4.93,0.41,572966.5,0.73,0.93,0.32,0,1,0,0,0.4,0.2,0.11,0.56,0.11,0.22,0
0,9.99,0.63,14.38,64.9,278.84,2.4,0.29,377415.52,0.64,1.1,0.31,67,289,0,0,0.13,0,0.53,0.13,0.2,0.14,0.38
0,9.99,0.5,0.25,22.59,43.93,1.33,0.36,1382049.67,0.58,0.87,0.07,10,20,0,0,0,0,0,0,1,0,0.25
0,9.99,0.67,0.33,32.29,38.8,20.45,0.33,205001.22,0.62,0.72,0.53,4,7,1,0,0,0,0.6,0.4,0,0,0.33
0,2.99,0.75,72,207.36,1037.5,25.08,0.43,198924.96,0.85,0.92,0.75,45,282,0,0.2,0,0,0.39,0.39,0.15,0.06,0.63
0,2.99,0.33,0.33,101.97,133.33,66.67,0.36,3401712.33,1.27,1.9,0.84,52,103,0,0,0.67,0,0.5,0.38,0.13,0,0
0,4.99,0.5,0.38,22.21,50.67,1.56,0.32,427598.93,0.56,1.22,0.07,36,97,0,0,0.13,0.13,0.83,0,0,0.17,0.5
0,4.99,0.2,0.2,65.02,133.45,0.6,0.42,568365.78,0.64,0.86,0.15,74,109,11,0,0.2,0.2,0.5,0.5,0,0,0
1,4.99,0.25,16.75,38.97,114.62,6.67,0.42,126968.7,0.63,0.88,0.29,115,205,40,0,0,0,0.5,0.33,0.16,0,0.25
0,4.99,1,61.25,94.29,300.5,16.2,0.43,185078.63,0.71,0.93,0.52,8,25,0,0,0,0,0.35,0.38,0.27,0,0.75
1,24.99,0,0,54.07,66.6,37.9,0.52,5085554.05,0.93,1.13,0.77,119,429,23,0.5,0.17,0,0.25,0.75,0,0,0
1,9.99,0.33,4,53.23,59.25,48.33,0.38,195998.83,0.88,0.99,0.78,230,501,58,0.33,0.33,0,0.5,0.25,0.25,0,0.33
1,9.99,0.67,1,51.44,100,0.8,0.33,787446.35,0.62,1.19,0.06,327,786,0,0.33,0.33,0.17,0.43,0.5,0.07,0,0.5
0,4.99,0.13,2.5,67.53,275.07,2,0.24,185380.22,0.59,1.03,0.07,345,545,64,0,0.13,0.13,0.54,0.38,0.08,0,0
0,4.99,0,0,68.57,100,39.13,0.52,45741.01,0.88,1.16,0.74,479,572,389,0,0,0,0.55,0.36,0.09,0,0
0,2.99,0,0,22.25,44.9,9.22,0.35,430636.69,0.89,1.3,0.41,39,41,37,0,0,0,0,0,0,1,0
0,24.99,1,4.13,110.07,199,9,0.35,665443.98,0.81,0.92,0.45,1,3,0,0.8,0,0,0.31,0.33,0.04,0.31,1
0,2.99,1,15,58.58,131.8,3.63,0.35,106485.32,0.68,0.93,0.17,1,2,0,0,0.13,0.13,0.44,0.44,0.11,0,0.38
0,4.99,0.5,0.5,40.53,70.57,3.83,0.19,13035879.66,0.87,1.77,0.19,60,165,0,0,0.25,0,0.27,0.27,0.09,0.36,0.13
0,24.99,0.33,0.33,90.07,122.33,63.53,0.3,11115101.19,1.48,2.04,1.14,407,727,93,0,0,0,0.4,0.6,0,0,0
0,4.99,0.88,34.13,129.07,564.2,1.25,0.33,131422.26,0.76,0.94,0.23,40,125,0,1,0.38,0.13,0.5,0.43,0.04,0.04,0.25
0,24.99,0.67,0.33,88.14,206.5,3.87,0.42,2066968.39,0.63,0.88,0.28,84,227,0,0,0,0,0.6,0,0.4,0,0
1,4.99,0.5,2.75,45.91,66.36,29.55,0.39,987015.06,0.73,0.9,0.61,47,73,22,0,0,0,0.22,0.67,0,0.11,0.75
1,4.99,1,0.6,19.86,63.38,0.89,0.38,175391.24,0.45,0.84,0.12,0,1,0,0,0,0,0.4,0.2,0.2,0.2,0
1,4.99,0.75,2.25,52.66,113.33,10,0.39,352553.78,0.66,0.87,0.48,53,164,1,0,0.25,0.25,0.17,0.5,0.34,0,0.5
1,4.99,0.67,7.33,92.43,144,52.47,0.38,70871.69,0.78,0.82,0.74,240,554,1,0,0,0,0.5,0.25,0,0.25,0
0,24.99,0,0,19.26,28.1,6.67,0.28,1644468.48,9.75,28.1,0.34,325,537,153,0,0,0,0,1,0,0,0
1,4.99,1,1,39.63,104.5,0,0.41,894896.87,0.5,0.87,0,1,3,0,0,0,0,0,1,0,0,0
1,9.99,1,11.75,50.07,92,16,0.35,1257907.57,0.72,0.9,0.48,0,0,0,0,0.25,0,0.67,0.33,0,0,0.75
0,24.99,1,1,12.05,41.67,0.2,0.35,496803.21,0.37,0.73,0.05,9,19,0,0,0.14,0,0.67,0.33,0,0,0.14
1,2.99,0,0,42.59,70.93,14.25,0.47,479243.49,0.93,1.11,0.74,33,60,7,0,0,0,0.6,0.4,0,0,0
1,2.99,0.67,55.67,46.67,60.67,32.67,0.32,195164.38,0.75,0.8,0.68,14,38,0,0,0.33,0.33,0.5,0.25,0,0.25,0.67
0,4.99,0.38,4.13,60.72,105,15.42,0.4,120807.77,0.78,1.02,0.53,159,544,0,0.67,0.13,0,0.38,0.54,0.08,0,0.75
1,24.99,0.33,3.33,88.88,88.88,88.88,0.37,2120308.75,0.68,0.68,0.68,0,0,0,0,0,0,0,0.5,0.5,0,0.33
1,24.99,0.25,9.75,90.34,116,67,0.33,1320115.23,0.83,0.96,0.73,401,956,59,0.6,0,0,0.33,0.4,0.19,0.07,1
0,4.99,0,0,107.35,340.12,31.07,0.41,181146.5,0.96,1.2,0.59,415,677,189,0,0,0,0,1,0,0,0
1,4.99,0.75,20.25,91.27,399.5,2.4,0.37,265617.47,0.77,1.08,0.53,238,509,0,0,0.25,0,0.6,0.2,0.1,0.1,0
1,24.99,1,2,20.33,58.5,0,0.44,14285560.66,0.39,0.85,0,0,0,0,0,0,0,0.33,0.67,0,0,0
1,2.99,0,0,225.93,667.22,5.72,0.41,686195.03,0.83,1.06,0.55,65,140,3,0,0.5,0,0.64,0.18,0.18,0,0.75
0,9.99,0.13,0.25,202.61,1013,0.4,0.33,294606.21,0.85,1.49,0.4,863,1587,410,0,0,0,0.25,0,0.05,0.7,0.75
0,4.99,0.25,9.75,70.27,109.09,3.41,0.34,60313.53,1.21,2.97,0.25,499,697,239,0,0.5,0,0.08,0,0,0.92,0.25
0,9.99,0.88,50.38,92.64,320.64,22.37,0.47,422306.82,0.83,1.29,0.72,172,711,0,0.33,0,0,0.48,0.22,0.17,0.13,0.88
1,4.99,1,1,55.75,85.57,3.4,0.36,1803226.77,0.65,0.88,0.31,33,80,0,1,0,0,0.54,0.23,0.15,0.08,0.75
1,4.99,0.75,0.75,31.56,66,11.6,0.32,506411.22,0.58,0.69,0.38,0,0,0,0,0.25,0,1,0,0,0,0.25
1,4.99,1,5,51.74,66.67,24.67,0.33,280602.46,0.65,0.88,0.46,27,55,0,0,0,0,0,0.5,0,0.5,0.33
0,4.99,0.75,91.25,97.54,121.12,59.55,0.34,130593.24,0.84,0.93,0.77,91,158,52,0,0,0,0.5,0.42,0,0.08,0.75
1,4.99,0.8,43.6,93.1,123.12,74.1,0.38,135721.26,0.82,1,0.65,54,148,0,0,0.4,0,0.4,0.47,0.07,0.07,0.8
1,4.99,1,1.2,39.79,150,6,0.4,218226.7,0.65,0.88,0.46,0,1,0,0,0.2,0.2,0,1,0,0,0.4
1,4.99,0.5,0.25,128.98,261.87,38.7,0.3,1648878.35,0.83,1.05,0.38,110,242,1,0,0.25,0,0.42,0.46,0.04,0.08,0
0,4.99,0.88,20.63,65.99,137.28,17.75,0.44,1078773.96,0.8,0.9,0.7,14,30,0,0,0,0,0.46,0.36,0.07,0.11,0.75
1,9.99,0.67,34.67,48.32,96.58,24.27,0.35,516883.4,0.66,0.9,0.47,15,33,0,0.5,0.17,0,0.3,0.6,0.1,0,0.17
0,4.99,0.13,0.25,35.47,80.11,6,0.36,177110.41,0.87,1.52,0.53,223,472,127,0,0.38,0.13,0.6,0.4,0,0,1
1,4.99,0.5,0.5,48.71,107.8,22.5,0.35,986401.3,0.85,1.43,0.39,68,172,1,0,0.33,0,0.56,0.33,0,0.11,0.33
1,4.99,1,1.43,120.13,489.6,2,0.36,1112008.52,0.59,0.95,0.19,20,61,0,0.5,0,0,0.09,0,0.09,0.82,0.57
1,4.99,0.67,0.33,112.19,219,50.91,0.31,9135402.51,0.79,1.26,0.29,65,193,0,0,0,0,0,0,0.5,0.5,0
0,4.99,1,10.5,38.43,86.2,10.67,0.33,115361.7,0.59,0.66,0.53,44,132,0,0,0.25,0,0.83,0,0,0.17,0.25
1,24.99,1,276.75,274.44,650,51.87,0.41,638376.72,0.87,0.93,0.75,190,568,0,0,0.25,0,0.52,0.31,0.13,0.04,1
0,4.99,0.8,1.2,22.16,48,2.12,0.33,322463.46,0.5,0.74,0.31,17,65,0,0,0.2,0,0.33,0.67,0,0,0.2
0,4.99,0.67,10.17,46.91,140.25,1.33,0.36,151687.49,0.6,1,0.13,133,444,0,0,0,0,0.5,0.43,0.07,0,0
0,4.99,1,92.63,41.32,100,5.75,0.39,151620.55,0.67,0.79,0.43,13,31,0,0,0,0,0.46,0.46,0,0.08,0.63
1,4.99,0.67,3.33,85,142.73,5.13,0.37,321400.27,0.71,0.93,0.35,42,120,0,0.33,0.33,0,0.57,0.43,0,0,0.67
0,9.99,0.71,0.43,181.33,1046.5,0,0.37,14271566.26,0.58,1,0,6,19,0,0,0.29,0.14,0.56,0.44,0,0,0.29
1,4.99,0.6,8.2,130.62,402.35,26,0.34,212745.41,0.82,1,0.67,242,460,0,0,0,0,0.32,0.45,0.23,0,0.2
1,4.99,1,10.8,67.76,190.53,0,0.3,994926.39,0.44,0.94,0,0,0,0,1,0.6,0.2,0.63,0.25,0,0.13,0.2
0,4.99,1,56.5,125.77,269.7,36.8,0.34,652499.58,0.78,0.93,0.64,3,8,0,0.33,0,0,0.38,0.38,0.06,0.17,1
0,4.99,0.67,0.5,28.95,53.53,0,0.48,557310.2,0.56,0.85,0,1,2,0,0,0,0,0.5,0.33,0.17,0,0
0,24.99,0.38,7.38,67.27,132,0.2,0.32,547531.51,0.66,1.3,0.01,137,405,0,0,0,0,0.42,0.35,0.19,0.03,0.63
0,4.99,0.2,0.2,62.18,133.85,0.1,0.45,1840482.13,0.74,1.08,0.01,140,428,16,0,0,0.2,0.43,0.43,0.14,0,0
1,9.99,0.5,38.25,145.79,182.73,73,0.32,205351.63,0.83,0.89,0.71,14,23,0,0.5,0,0,0.36,0.44,0.1,0.1,1
0,2.99,0.29,0.43,37.54,58.75,6.87,0.35,593905.56,1.37,2.71,0.56,4,12,0,0,0,0.14,0.25,0.5,0.25,0,0
1,2.99,1,3.25,31.09,84.66,2,0.35,518918.52,0.64,0.86,0.27,0,0,0,0,0.5,0.25,1,0,0,0,0
0,4.99,0.71,46.57,36.01,88.64,2.15,0.37,115696.05,0.47,0.95,0.2,13,30,0,0,0.29,0,0.5,0.42,0.08,0,0.14
1,4.99,0.2,4.8,68.19,122.75,18.18,0.32,430981.51,0.8,1.12,0.47,112,359,9,0.33,0,0,0.32,0.36,0.11,0.21,0.8
0,4.99,0.75,2.5,76.92,200,3.75,0.36,279670.21,0.63,0.8,0.43,9,27,0,0,0.25,0.25,0.33,0.67,0,0,0.25
0,9.99,0.5,7.88,353.98,1500,37.88,0.48,228130.33,0.84,1,0.72,725,4518,1,0,0,0,0.27,0.5,0.1,0.12,1
0,4.99,0.5,0.5,35.4,88.7,8.5,0.39,298117.99,0.6,0.82,0.46,1,2,0,0,0,0,0.2,0.8,0,0,0.5
0,2.99,0.63,10.25,18.4,60.63,2.4,0.34,210329.32,0.45,0.8,0.13,16,72,0,0,0.13,0.13,0.6,0.4,0,0,0
1,9.99,0.5,0.25,47.06,72,26.2,0.33,1050850.23,0.7,0.92,0.46,47,73,3,0,0,0,0.67,0,0.33,0,1
1,2.99,1,163.57,215.06,605.2,25.87,0.4,190535.59,0.84,1.1,0.72,31,121,0,0.33,0.29,0,0.32,0.57,0.04,0.07,1
0,4.99,1,0.75,24.92,82,3.6,0.37,127535.29,0.56,0.88,0.44,0,0,0,0,0,0,0,0,0,0,0
1,4.99,0.33,2.33,71.05,112.46,39.26,0.38,825273.87,0.88,1.01,0.81,126,256,9,0,0,0,0.44,0.44,0,0.11,0.33
1,2.99,1,30.67,40,93,10,0.45,132401.54,0.55,0.82,0.27,0,1,0,0,0,0.33,0.83,0.17,0,0,0.33
1,4.99,0,0,18.21,38.4,2.5,0.38,397263.47,0.63,0.81,0.28,44,60,33,0,0,0,0,1,0,0,0
1,9.99,1,8.75,84.76,270.86,4.1,0.38,191934.95,0.64,1.14,0.16,40,121,0,0,0,0,0,0,0,0,0
0,4.99,0.88,24.75,38.15,75.6,2.5,0.51,494418.37,0.74,1.09,0.38,67,135,0,0,0.13,0.13,0.13,0.63,0.13,0.13,0.25
0,4.99,0.33,11.33,77.76,154.68,0.93,0.39,154756.79,0.79,1.08,0.31,23,51,0,0,0.17,0.17,0.2,0.8,0,0,0
0,2.99,0.14,0.29,88.68,109,78.2,0.35,852665.32,0.86,1.2,0.42,203,487,0,0,0.14,0,0,0,0,0,0
0,4.99,0.13,0.63,41.21,77.7,12.04,0.45,314879.23,0.74,1.28,0.58,117,342,22,0,0.13,0.25,0.43,0.43,0,0.14,0.75
1,4.99,1,1.2,40.87,114.27,0.4,0.27,864301.96,0.39,0.95,0.07,1,3,0,0,0.2,0.2,0.67,0.33,0,0,0.4
0,24.99,0.8,2,50.91,141.8,4.67,0.4,8240506.74,0.69,1.04,0.27,68,257,0,0,0,0,0.33,0.67,0,0,0.2
0,9.99,0.5,0.5,99.65,134,40,0.39,3136916.65,0.89,1.03,0.58,187,446,0,0,0,0,0.33,0.39,0.24,0.03,0.75
0,4.99,0.86,25.14,32.38,51.4,0.8,0.45,471846.34,0.64,1.2,0.2,27,54,0,0,0,0.14,0,0.22,0,0.78,0.29
0,24.99,0.25,0.25,32.47,40.4,25,0.28,1412804.34,0.87,1.13,0.71,605,1383,123,0,0,0,0,1,0,0,0
1,4.99,1,2,17.12,50,0.13,0.39,178818.69,0.34,0.76,0.01,5,15,0,0,0,0,0.5,0.5,0,0,0.33
0,4.99,1,16.33,95.89,135.67,24,0.27,296487.7,0.68,0.94,0.48,0,0,0,0,0.33,0,0.17,0.33,0.34,0.17,0.33
0,9.99,0.25,0.75,64.89,149.83,0,0.33,660477,0.81,2.05,0,262,603,0,0,0.25,0,0.59,0.27,0.05,0.09,0.5
1,4.99,1,2.17,138.27,455.6,2,0.31,426778.95,0.79,1.68,0.16,62,180,0,0.2,0,0,0.4,0.31,0.2,0.09,0.67
0,4.99,0.4,0.8,100.52,145.1,45,0.52,365902.63,0.94,0.99,0.91,244,805,43,0,0,0,0.25,0.75,0,0,0
0,4.99,0.25,0.13,72.44,145.1,11.53,0.39,104638.91,0.9,1.68,0.5,97,202,35,0,0.25,0,0.32,0.47,0.16,0.05,0.38
1,24.99,0,0,46.21,85.48,31.2,0.51,245828.51,0.69,0.82,0.51,1148,1240,952,0,0,0,0.67,0.33,0,0,0.25
0,9.99,1,1.33,11.43,22.63,1.23,0.54,1179891.89,0.58,0.88,0.42,408,817,0,0,0,0,0,0,0,0,0
1,4.99,0,0,79.67,100.3,40.4,0.37,270179.15,0.88,1.06,0.66,435,613,290,0.33,0.5,0,0.17,0.5,0.23,0.11,1
0,2.99,0,0,34.05,51.1,17,0.34,54502.82,1.11,1.6,0.61,520,693,348,0,0,0,0,1,0,0,0
1,4.99,1,1.5,105.98,333.33,1.6,0.18,655195.57,0.58,0.95,0.04,0,0,0,0,0.25,0,0.33,0.67,0,0,0.25
0,4.99,1,12.2,64.9,186.53,3.77,0.4,442589.58,0.6,0.94,0.29,0,0,0,0,0.4,0.2,0.23,0.62,0.16,0,0.2
0,4.99,0.4,0.6,42.58,81.53,9.66,0.37,163557.3,0.66,1.02,0.43,410,1227,1,0,0.4,0.2,0.6,0.33,0,0.07,0.4
0,49.99,0.2,0.2,53.89,75.5,17.2,0.37,1415937.6,0.89,1.23,0.47,906,1102,446,0,0.2,0.4,0.21,0.64,0.14,0,0.2
0,4.99,0.67,4.67,53.22,101.66,28,0.36,318986.1,0.61,1.04,0.31,239,581,0,0,0,0,0,0,0,0,0
0,9.99,0,0,14.65,37.67,0.27,0.34,1933350,0.64,1.24,0.03,78,178,20,0,0.2,0.2,0,1,0,0,0
1,4.99,0.33,0.33,72.91,131,40.93,0.4,335145.6,0.77,0.91,0.62,17,33,4,0,0,0,0.38,0.63,0,0,0.67
0,4.99,0.29,0.43,19.33,46.27,0.6,0.36,2008891.59,0.49,0.82,0.3,4,10,0,0,0,0,0.5,0.5,0,0,0
0,24.99,0.14,4.86,104.79,163,53.2,0.32,340085.61,1.01,1.72,0.5,4557,6715,1796,0.5,0,0,0.46,0.37,0.12,0.05,1.14
1,9.99,0.5,1.75,70.22,200,6.87,0.43,176809.22,0.67,0.97,0.44,1311,5901,0,1,0.13,0,0.44,0.39,0.12,0.06,0.88
0,4.99,1,2.25,57.86,110.73,5.13,0.33,437436.42,0.58,0.9,0.32,171,509,0,1,0,0,0.57,0.43,0,0,0
1,24.99,0.14,0.14,56.01,100,12,0.5,3745932.76,0.94,1.14,0.63,342,1296,142,0,0,0,0.56,0.22,0.11,0.11,0
1,24.99,1,15.13,46.74,162.2,1.2,0.36,916232.75,0.6,0.88,0.27,15,35,0,0,0,0.13,0.07,0.86,0.07,0,0.13
0,2.99,1,16.57,57.03,254.2,3.33,0.57,312988.82,0.67,0.89,0.42,1,2,0,0,0.14,0,0.13,0.63,0.25,0,0.29
1,4.99,0.33,0.33,52.13,82.13,24.27,0.52,205372.05,0.75,0.89,0.63,90,147,14,0,0,0,0.63,0.25,0.13,0,1
1,4.99,0.33,0.33,88.21,122.67,57.29,0.31,1244512.25,0.73,0.88,0.64,74,129,1,0,0.33,0,0.83,0.17,0,0,0.67
1,9.99,1,69.67,109.12,228.75,39,0.41,852141.34,0.87,0.92,0.83,133,360,0,0,0.33,0,0.5,0.5,0,0,0.33
0,2.99,0.33,0.67,43.69,50,40,0.29,355825.7,0.82,1.04,0.5,27,54,0,0,0,0,0,0,0,0,0
0,24.99,0.86,4.29,60.91,308.73,0.99,0.28,4774780.05,0.66,1.03,0.14,240,1088,0,0,0.14,0.14,0.57,0.21,0.21,0,0.29
0,4.99,0.5,25.83,78.51,143.83,29.48,0.31,377461.17,0.84,1.27,0.47,64,111,0,0,0,0,0.38,0.56,0.06,0,0.17
1,4.99,0.8,60.2,133.73,271.8,33.33,0.43,383407.19,0.73,0.96,0.48,13,28,0,0.33,0,0,0.21,0.57,0.14,0.07,0.8
0,9.99,0.5,26,89,242,22.33,0.29,401200.49,1.12,2.28,0.52,371,1005,0,0.33,0.17,0,1,0,0,0,0
0,4.99,0.86,21.86,71.04,144,31.45,0.32,81727.93,0.71,1.07,0.45,154,309,0,0.33,0.29,0.14,0.63,0.33,0.04,0,0
0,4.99,0,0,54.19,105.46,7.1,0.54,1054923.53,0.73,0.96,0.49,85,188,14,0.33,0.14,0.14,0,1,0,0,0.29
0,9.99,0.5,1.25,57.88,103.33,0.47,0.41,225704.18,0.68,0.92,0.09,156,819,0,0.5,0,0,0.45,0.31,0.17,0.06,0.63
0,4.99,0.14,0.14,39.94,133.33,2.1,0.38,227129.04,0.89,1.71,0.16,270,428,147,0,0,0.14,1,0,0,0,0
0,4.99,0.88,131.25,94.13,250,12,0.42,115203.08,0.74,0.93,0.57,10,31,0,0.5,0,0,0.52,0.41,0.07,0,0.5
0,2.99,1,1.33,56.71,75.27,32,0.31,467009.99,0.69,0.84,0.62,0,1,0,0,0,0.33,1,0,0,0,0
0,9.99,0.13,28.38,81.1,227.8,15.25,0.37,277979.43,0.83,1.03,0.5,2047,5414,169,0.2,0.13,0,0.3,0.19,0.12,0.4,1.13
1,24.99,0.5,8.5,104.2,186.6,25.05,0.31,1562073.55,0.74,0.85,0.57,283,789,0,0,0,0,0,0,0,0,0
1,9.99,0.67,0.33,45.93,95.17,2.27,0.31,1175084.51,0.84,1.39,0.31,45,103,0,0,0,0,0,0,0.66,0.33,0.33
0,4.99,0.83,1,8.61,40.32,0.48,0.3,679953.64,0.24,0.67,0.11,2,4,0,0,0.17,0.17,0,0,0,1,0
0,9.99,0.33,0.33,7.81,10,4.55,0.42,1011826.18,0.73,1.28,0.34,176,378,47,0,0,0,0,0,0,0,0.33
1,9.99,0.67,8,12.97,23.5,2.44,0.42,606643.97,0.36,0.39,0.32,2,5,0,0,0,0,0,0,0,0,0
1,2.99,0.57,4.29,122.38,353.27,8.87,0.34,58135.9,0.83,1.34,0.52,208,539,0,0.5,0.29,0,0.48,0.39,0.06,0.06,0.86
0,4.99,0.14,0.14,30.12,55.6,7.14,0.47,1665611.64,0.91,1.51,0.61,100,253,36,0,0,0,0,0,0,0,0
0,9.99,1,4.5,20.42,58.2,0.2,0.54,1318938.88,0.54,0.85,0.03,0,0,0,0,0.25,0,0,0,0,0,0
1,9.99,0.17,0.17,165.95,365.25,80.7,0.37,561404.19,0.95,1.14,0.67,374,611,115,0,0,0,0.67,0.22,0.11,0,0.17
0,4.99,0.57,0.86,80.46,218.25,0.33,0.45,197188.51,0.83,1.52,0.1,770,1323,0,0,0,0.14,0.75,0.25,0,0,0.14
0,4.99,0.83,1.5,30.21,59.42,1,0.35,405364.82,0.55,0.7,0.21,5,11,0,0,0.17,0.17,0.25,0.75,0,0,0.33
0,24.99,1,266.38,110.51,193.4,20,0.43,1902094.19,0.84,0.96,0.72,32,91,0,0,0,0,0.45,0.36,0.17,0.02,0.75
0,4.99,1,58,53.55,118.18,12,0.48,188494.96,0.69,0.88,0.39,6,17,0,0,0.14,0.14,0.57,0.36,0,0.07,0.43
